FinancialyearID,GroupingName,RegionName,DistrictName,MuncipalityName,GMName,Date,TotalAssesments,TotalDemand,TotalCollection,TotalBal,%Collection
2020-2021,Corporation,VELLORE ,VELLORE,VELLORE ,VLTTax,2021-04-01T04:04:54.967,9259.0,67278469.0,19968739.0,47309730.0,29.68
2020-2021,Corporation,VELLORE ,VELLORE,VELLORE ,WaterSupply,2021-04-01T04:05:10.96,63045.0,292671599.62,117062159.58,175609440.04,40.0
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,NonTax,2022-04-04T01:59:18.853,155.0,18671012.0,11734729.0,6936283.0,62.85
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,ProfessionTax,2022-04-01T10:12:10.367,5957.0,62678638.0,34710040.0,27968598.0,55.38
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,PropertyTax,2022-04-01T10:11:30.7,82045.0,298255877.0,146901744.0,151354133.0,49.25
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,SUC Charges,2022-04-01T10:31:55.82,60787.0,46937772.0,26356433.0,20581339.0,56.15
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,UGD,2022-04-01T10:11:43.457,5361.0,12049273.0,390790.0,11658483.0,3.24
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,VLTTax,2022-04-01T10:11:36.38,10363.0,114858212.0,26305032.0,88553180.0,22.9
2021-2022,Corporation,AVADI ,TIRUVALLUR,AVADI ,WaterSupply,2022-04-01T10:11:51.157,443.0,4147437.0,676901.0,3470536.0,16.32
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,NonTax,2022-04-04T01:59:20.293,8978.0,833076821.2,331473141.2,501603680.0,39.79
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,ProfessionTax,2022-04-01T10:12:10.367,47087.0,502997245.07,370368536.4,132628708.67,73.63
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,PropertyTax,2022-04-01T10:11:30.7,545854.0,3645424017.7,2139634505.5,1505789512.2,58.69
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,UGD,2022-04-01T10:11:43.457,20754.0,664778487.0,32992450.0,631786037.0,4.96
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,VLTTax,2022-04-01T10:11:39.843,35546.0,793577849.0,154042533.0,639535316.0,19.41
2021-2022,Corporation,COIMBATORE ,COIMBATORE,COIMBATORE ,WaterSupply,2022-04-01T10:11:51.157,305668.0,907569687.09,453808704.09,453760983.0,50.0
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,NonTax,2022-04-04T01:59:20.293,818.0,204136776.0,20245807.0,183890969.0,9.92
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,ProfessionTax,2022-04-01T10:12:10.367,2841.0,41411932.0,18400280.0,23011652.0,44.43
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,PropertyTax,2022-04-01T10:11:30.7,31755.0,335516131.0,106051382.0,229464749.0,31.61
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,SUC Charges,2022-04-01T10:31:55.82,29964.0,16169163.0,6477288.0,9691875.0,40.06
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,UGD,2022-04-01T10:11:43.457,9327.0,26326260.0,3487484.0,22838776.0,13.25
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,VLTTax,2022-04-01T10:11:39.843,4641.0,32517544.0,2582874.0,29934670.0,7.94
2021-2022,Corporation,CUDDALORE ,CUDDALORE,CUDDALORE ,WaterSupply,2022-04-01T10:11:51.157,11586.0,42726878.0,4008478.0,38718400.0,9.38
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,NonTax,2022-04-04T01:59:20.293,1455.0,106619090.0,52758467.0,53860623.0,49.48
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,ProfessionTax,2022-04-01T10:12:10.367,4694.0,31393278.0,13630507.0,17762771.0,43.42
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,PropertyTax,2022-04-01T10:11:30.7,46127.0,221052168.0,137399172.0,83652996.0,62.16
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,SUC Charges,2022-04-01T10:31:55.82,45264.0,27633928.0,14656562.0,12977366.0,53.04
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,UGD,2022-04-01T10:11:43.457,11583.0,30290904.0,9987234.0,20303670.0,32.97
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,VLTTax,2022-04-01T10:11:36.38,896.0,3448171.0,1522110.0,1926061.0,44.14
2021-2022,Corporation,DINDIGUL ,DINDIGUL,DINDIGUL ,WaterSupply,2022-04-01T10:11:51.157,31658.0,156297405.0,54017418.0,102279987.0,34.56
2021-2022,Corporation,ERODE ,ERODE,ERODE ,NonTax,2022-04-04T01:59:20.293,777.0,110169028.0,71817372.0,38351656.0,65.19
2021-2022,Corporation,ERODE ,ERODE,ERODE ,ProfessionTax,2022-04-01T10:12:10.367,13549.0,121140599.59,53334280.5,67806319.09,44.03
2021-2022,Corporation,ERODE ,ERODE,ERODE ,PropertyTax,2022-04-01T10:11:30.7,134997.0,489630993.0,303460687.0,186170306.0,61.98
2021-2022,Corporation,ERODE ,ERODE,ERODE ,SUC Charges,2022-04-01T10:33:25.59,132655.0,83474525.0,53073871.0,30400654.0,63.58
2021-2022,Corporation,ERODE ,ERODE,ERODE ,UGD,2022-04-01T10:11:43.457,17537.0,56416150.0,4818762.0,51597388.0,8.54
2021-2022,Corporation,ERODE ,ERODE,ERODE ,VLTTax,2022-04-01T10:11:39.843,12468.0,57089763.0,20205123.0,36884640.0,35.39
2021-2022,Corporation,ERODE ,ERODE,ERODE ,WaterSupply,2022-04-01T10:11:51.157,75641.0,81085751.0,73974751.0,7111000.0,91.23
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,NonTax,2022-04-04T01:59:20.293,853.0,117392869.0,27555273.0,89837596.0,23.47
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,ProfessionTax,2022-04-01T10:12:10.367,10431.0,115061137.0,80111261.0,34949876.0,69.62
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,PropertyTax,2022-04-01T10:11:30.7,91371.0,306124837.66,194753146.0,111371691.66,63.62
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,SUC Charges,2022-04-01T10:31:55.82,89824.0,58775360.0,28987065.0,29788295.0,49.32
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,VLTTax,2022-04-01T10:11:36.38,8158.0,68012003.0,16188081.0,51823922.0,23.8
2021-2022,Corporation,HOSUR ,KRISHNAGIRI,HOSUR ,WaterSupply,2022-04-01T10:11:51.157,37851.0,85150392.0,47784037.0,37366355.0,56.12
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,NonTax,2022-04-04T01:59:19.97,557.0,162811844.0,27596981.0,135214863.0,16.95
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,ProfessionTax,2022-04-01T10:12:10.367,3910.0,33198810.0,19727394.0,13471416.0,59.42
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,PropertyTax,2022-04-01T10:11:30.7,50744.0,173172003.0,90589948.0,82582055.0,52.31
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,SUC Charges,2022-04-01T10:31:55.82,49553.0,35512353.0,16361808.0,19150545.0,46.07
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,UGD,2022-04-01T10:11:43.457,20977.0,73188359.67,17426502.0,55761857.67,23.81
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,VLTTax,2022-04-01T10:11:36.38,5975.0,34193467.0,15174823.0,19018644.0,44.38
2021-2022,Corporation,KANCHEEPURAM ,KANCHEEPURAM,KANCHEEPURAM ,WaterSupply,2022-04-01T10:11:51.157,32520.0,79385830.0,15729761.0,63656069.0,19.81
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,NonTax,2022-04-04T01:59:20.293,291.0,128701469.0,29508598.0,99192871.0,22.93
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,ProfessionTax,2022-04-01T10:12:10.367,4590.0,21301127.0,6882174.0,14418953.0,32.31
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,PropertyTax,2022-04-01T10:11:30.7,35723.0,153144948.0,99584123.0,53560825.0,65.03
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,SUC Charges,2022-04-01T10:25:04.447,35128.0,18151022.0,12288900.0,5862122.0,67.7
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,VLTTax,2022-04-01T10:11:36.38,3779.0,16527482.0,4559095.0,11968387.0,27.58
2021-2022,Corporation,KARAIKUDI ,SIVAGANGAI,KARAIKUDI ,WaterSupply,2022-04-01T10:11:51.157,15040.0,55205261.0,28963568.0,26241693.0,52.47
2021-2022,Corporation,KARUR ,KARUR,KARUR ,NonTax,2022-04-04T01:59:20.293,486.0,139942586.0,14852546.0,125090040.0,10.61
2021-2022,Corporation,KARUR ,KARUR,KARUR ,ProfessionTax,2022-04-01T10:12:10.367,3652.0,38839674.0,18177145.06,20662528.94,46.8
2021-2022,Corporation,KARUR ,KARUR,KARUR ,PropertyTax,2022-04-01T10:11:30.7,75476.0,214249982.0,109341422.0,104908560.0,51.03
2021-2022,Corporation,KARUR ,KARUR,KARUR ,SUC Charges,2022-04-01T10:31:55.82,74275.0,77243726.0,43147832.0,34095894.0,55.86
2021-2022,Corporation,KARUR ,KARUR,KARUR ,UGD,2022-04-01T10:11:43.457,17258.0,73656778.0,9547306.0,64109472.0,12.96
2021-2022,Corporation,KARUR ,KARUR,KARUR ,VLTTax,2022-04-01T10:11:36.38,4096.0,18086744.0,7354930.0,10731814.0,40.66
2021-2022,Corporation,KARUR ,KARUR,KARUR ,WaterSupply,2022-04-01T10:12:06.687,51732.0,100138031.0,27047136.0,73090895.0,27.01
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,NonTax,2022-04-04T01:59:19.97,276.0,148174194.0,87662096.0,60512098.0,59.16
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,ProfessionTax,2022-04-01T10:12:10.367,4720.0,40673350.0,19279070.0,21394280.0,47.4
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,PropertyTax,2022-04-01T10:11:30.7,34738.0,331341199.0,126141962.0,205199237.0,38.07
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,SUC Charges,2022-04-01T10:25:04.447,34134.0,18635552.0,9831526.0,8804026.0,52.76
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,UGD,2022-04-01T10:11:43.457,20192.0,92095161.0,12958915.0,79136246.0,14.07
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,VLTTax,2022-04-01T10:11:39.843,2618.0,9198573.0,1930754.0,7267819.0,20.99
2021-2022,Corporation,KUMBAKONAM ,THANJAVUR,KUMBAKONAM ,WaterSupply,2022-04-01T10:11:51.157,14823.0,18108823.0,7269711.0,10839112.0,40.14
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,NonTax,2022-04-04T01:59:19.97,6285.0,1160217884.0,203108412.0,957109472.0,17.51
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,ProfessionTax,2022-04-01T10:12:10.367,43092.0,399396463.0,165563800.98,233832662.02,41.45
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,PropertyTax,2022-04-01T10:11:30.7,334786.0,2562089176.5,1129709805.4,1432379371.1,44.09
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,SUC Charges,2022-04-01T10:33:25.59,300186.0,108547897.3,57532020.0,51015877.3,53.0
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,UGD,2022-04-01T10:11:43.457,166541.0,966119775.0,212228360.0,753891415.0,21.97
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,VLTTax,2022-04-01T10:11:39.843,48955.0,506623942.0,49137591.0,457486351.0,9.7
2021-2022,Corporation,MADURAI ,MADURAI,MADURAI ,WaterSupply,2022-04-01T10:11:51.157,164680.0,325076378.0,124222790.0,200853588.0,38.21
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,NonTax,2022-04-04T01:59:19.97,876.0,123439304.0,89121196.0,34318108.0,72.2
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,ProfessionTax,2022-04-01T10:12:10.367,7733.0,49840452.0,33729644.0,16110808.0,67.68
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,PropertyTax,2022-04-01T10:11:30.7,87663.0,322679030.0,143232766.0,179446264.0,44.39
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,SUC Charges,2022-04-01T10:31:55.82,87361.0,32074944.0,19143391.0,12931553.0,59.68
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,VLTTax,2022-04-01T10:11:39.843,4206.0,19277348.0,9648133.0,9629215.0,50.05
2021-2022,Corporation,NAGERCOIL ,KANYAKUMARI,NAGERCOIL ,WaterSupply,2022-04-01T10:11:51.157,41383.0,52961778.0,22567053.0,30394725.0,42.61
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,NonTax,2022-04-04T01:59:18.853,329.0,43520015.0,41413001.0,2107014.0,95.16
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,ProfessionTax,2022-04-01T10:12:10.367,4066.0,31953672.0,15186955.5,16766716.5,47.53
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,PropertyTax,2022-04-01T10:11:30.7,54462.0,101484915.0,69287807.0,32197108.0,68.27
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,SUC Charges,2022-04-01T10:25:04.447,54171.0,20896566.0,17716444.0,3180122.0,84.78
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,UGD,2022-04-01T10:11:43.457,9588.0,16673162.0,9469900.0,7203262.0,56.8
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,VLTTax,2022-04-01T10:11:36.38,8654.0,20782770.0,6299472.0,14483298.0,30.31
2021-2022,Corporation,NAMAKKAL ,NAMAKKAL,NAMAKKAL ,WaterSupply,2022-04-01T10:12:06.687,23568.0,77905453.0,61373840.0,16531613.0,78.78
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,NonTax,2022-04-04T01:59:19.97,1002.0,98506395.0,44688648.0,53817747.0,45.37
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,ProfessionTax,2022-04-01T10:12:10.367,3988.0,22149281.0,13868325.0,8280956.0,62.61
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,PropertyTax,2022-04-01T10:11:30.7,36509.0,114459104.0,70223263.0,44235841.0,61.35
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,SUC Charges,2022-04-01T10:31:55.82,35710.0,23233285.0,12596811.0,10636474.0,54.22
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,UGD,2022-04-01T10:11:43.457,9165.0,22853370.0,4740967.0,18112403.0,20.75
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,VLTTax,2022-04-01T10:11:36.38,2453.0,11851188.0,4617942.0,7233246.0,38.97
2021-2022,Corporation,PUDUKKOTTAI  ,PUDUKKOTTAI,PUDUKKOTTAI  ,WaterSupply,2022-04-01T10:11:51.157,20453.0,57925766.0,14230220.0,43695546.0,24.57
2021-2022,Corporation,SALEM ,SALEM,SALEM ,NonTax,2022-04-04T01:59:20.293,1247.0,574927458.0,99729484.0,475197974.0,17.35
2021-2022,Corporation,SALEM ,SALEM,SALEM ,ProfessionTax,2022-04-01T10:12:10.367,22333.0,223695316.5,110476391.5,113218925.0,49.39
2021-2022,Corporation,SALEM ,SALEM,SALEM ,PropertyTax,2022-04-01T10:11:30.7,206947.0,835630768.43,369163004.0,466467764.43,44.18
2021-2022,Corporation,SALEM ,SALEM,SALEM ,SUC Charges,2022-04-01T10:33:25.59,196889.0,105877723.0,55983175.0,49894548.0,52.88
2021-2022,Corporation,SALEM ,SALEM,SALEM ,UGD,2022-04-01T10:11:43.457,3730.0,9326200.0,95025.0,9231175.0,1.02
2021-2022,Corporation,SALEM ,SALEM,SALEM ,VLTTax,2022-04-01T10:11:36.38,15028.0,59691746.0,11809461.0,47882285.0,19.78
2021-2022,Corporation,SALEM ,SALEM,SALEM ,WaterSupply,2022-04-01T10:11:51.157,116304.0,554576530.36,198294674.0,356281856.36,35.76
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,NonTax,2022-04-04T01:59:20.293,263.0,23810746.0,14762806.0,9047940.0,62.0
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,ProfessionTax,2022-04-01T10:12:10.367,2023.0,15130163.0,6805992.0,8324171.0,44.98
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,PropertyTax,2022-04-01T10:11:30.7,30771.0,104713952.0,83367637.0,21346315.0,79.61
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,SUC Charges,2022-04-01T10:25:04.447,29099.0,11017524.0,10587097.0,430427.0,96.09
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,VLTTax,2022-04-01T10:11:36.38,501.0,1720443.0,1091470.0,628973.0,63.44
2021-2022,Corporation,SIVAKASI ,VIRUDHUNAGAR,SIVAKASI ,WaterSupply,2022-04-01T10:11:51.157,13926.0,17217594.0,12470610.0,4746984.0,72.43
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,NonTax,2022-04-04T01:59:20.293,378.0,76685644.0,29526542.0,47159102.0,38.5
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,ProfessionTax,2022-04-01T10:12:10.367,3241.0,103248789.0,84765115.17,18483673.83,82.1
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,PropertyTax,2023-09-08T00:00:00,207773.0,297701416.0,174445685.0,123255731.0,58.6
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,SUC Charges,2022-04-01T10:31:55.82,42253.0,40743773.0,25621197.0,15122576.0,62.88
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,UGD,2022-04-01T10:11:43.457,4224.0,19708750.0,7754350.0,11954400.0,39.34
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,VLTTax,2022-04-01T10:11:36.38,2712.0,22315513.0,6962145.0,15353368.0,31.2
2021-2022,Corporation,TAMBARAM ,CHENGALPATTU,TAMBARAM ,WaterSupply,2022-04-01T10:11:51.157,16366.0,51445651.5,16681353.5,34764298.0,32.43
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,NonTax,2022-04-04T01:59:20.293,1200.0,63635625.0,21667478.0,41968147.0,34.05
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,ProfessionTax,2022-04-01T10:12:10.367,6015.0,64995209.0,24558339.0,40436870.0,37.78
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,PropertyTax,2022-04-01T10:11:30.7,48499.0,271832737.7,108343140.0,163489597.7,39.86
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,SUC Charges,2022-04-01T10:31:55.82,47356.0,16967062.0,11429308.0,5537754.0,67.36
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,UGD,2022-04-01T10:11:43.457,24448.0,118324202.0,18071326.0,100252876.0,15.27
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,VLTTax,2022-04-01T10:11:36.38,3046.0,37197251.0,5662156.0,31535095.0,15.22
2021-2022,Corporation,THANJAVUR ,THANJAVUR,THANJAVUR ,WaterSupply,2022-04-01T10:12:06.687,30139.0,92230152.0,27505441.0,64724711.0,29.82
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,NonTax,2022-04-04T01:59:19.97,480.0,81591121.3,29305232.0,52285889.3,35.92
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,ProfessionTax,2022-04-01T10:12:10.367,7032.0,94671395.0,49784575.0,44886820.0,52.59
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,PropertyTax,2022-04-01T10:11:30.7,151290.0,372326810.22,213638037.3,158688772.92,57.38
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,SUC Charges,2022-04-01T10:31:55.82,142541.0,44047992.73,24527094.2,19520898.53,55.68
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,VLTTax,2022-04-01T10:11:36.38,8241.0,70306036.0,21551044.0,48754992.0,30.65
2021-2022,Corporation,THOOTHUKUDI ,THOOTHUKUDI,THOOTHUKUDI ,WaterSupply,2022-04-01T10:11:51.157,85953.0,374220214.0,169786070.0,204434144.0,45.37
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,NonTax,2022-04-04T01:59:20.293,2421.0,520825254.0,82323693.0,438501561.0,15.81
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,ProfessionTax,2022-04-01T10:12:10.367,25693.0,252672029.0,155632602.0,97039427.0,61.59
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,PropertyTax,2022-04-01T10:11:30.7,233051.0,1233295056.0,694883969.0,538411087.0,56.34
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,SUC Charges,2022-04-01T10:25:04.447,224583.0,63621706.0,38124908.0,25496798.0,59.92
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,UGD,2022-04-01T10:11:43.457,64005.0,222833003.0,62527116.0,160305887.0,28.06
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,VLTTax,2022-04-01T10:11:36.38,16617.0,132607307.5,36502391.0,96104916.5,27.53
2021-2022,Corporation,TIRUCHIRAPPALLI ,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI ,WaterSupply,2022-04-01T10:12:06.687,121161.0,585293845.0,255262831.0,330031014.0,43.61
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,NonTax,2022-04-04T01:59:20.293,1141.0,92363223.5,20789582.0,71573641.5,22.51
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,ProfessionTax,2022-04-01T10:12:10.367,10303.0,121340861.0,53363987.0,67976874.0,43.98
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,PropertyTax,2022-04-01T10:11:30.7,162744.0,638992113.0,272708156.0,366283957.0,42.68
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,SUC Charges,2022-04-01T10:33:25.59,91892.0,104175211.0,58880767.0,45294444.0,56.52
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,UGD,2022-04-01T10:11:43.457,26560.0,109304454.0,5151227.0,104153227.0,4.71
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,VLTTax,2022-04-01T10:11:39.843,15756.0,134070989.0,24758413.0,109312576.0,18.47
2021-2022,Corporation,TIRUNELVELI ,TIRUNELVELI,TIRUNELVELI ,WaterSupply,2022-04-01T10:12:06.687,82249.0,262962045.66,86263905.0,176698140.66,32.8
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,NonTax,2022-04-04T01:59:20.293,777.0,147447182.0,56264176.0,91183006.0,38.16
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,ProfessionTax,2022-04-01T10:12:10.367,11392.0,58937564.5,31868405.5,27069159.0,54.07
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,PropertyTax,2022-04-01T10:11:30.7,262360.0,910632851.4,617478925.2,293153926.2,67.81
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,SUC Charges,2022-04-01T10:25:04.447,262057.0,235264069.0,84682746.0,150581323.0,35.99
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,UGD,2022-04-01T10:11:43.457,14254.0,19947911.0,5884670.0,14063241.0,29.5
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,VLTTax,2022-04-01T10:11:39.843,15332.0,65051015.0,14188735.0,50862280.0,21.81
2021-2022,Corporation,TIRUPPUR ,TIRUPPUR,TIRUPPUR ,WaterSupply,2022-04-01T10:11:51.157,198189.0,312241464.64,174305817.0,137935647.64,55.82
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,NonTax,2022-04-04T01:59:18.853,407.0,120559693.0,31000052.0,89559641.0,25.71
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,ProfessionTax,2022-04-01T10:12:10.367,2898.0,20215504.0,7194321.0,13021183.0,35.59
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,PropertyTax,2022-04-01T10:11:30.7,30865.0,109282591.0,44661214.0,64621377.0,40.87
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,SUC Charges,2022-04-01T10:31:55.82,30705.0,35035339.0,14439997.0,20595342.0,41.22
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,UGD,2022-04-01T10:11:43.457,12515.0,50482728.0,3574593.0,46908135.0,7.08
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,VLTTax,2022-04-01T10:11:39.843,2736.0,29045701.0,3959876.0,25085825.0,13.63
2021-2022,Corporation,TIRUVANNAMALAI ,TIRUVANNAMALAI,TIRUVANNAMALAI ,WaterSupply,2022-04-01T10:11:51.157,19803.0,96181744.0,16664089.0,79517655.0,17.33
2021-2022,Corporation,VELLORE ,VELLORE,VELLORE ,NonTax,2022-04-04T01:59:19.97,1792.0,226787941.5,94298738.0,132489203.5,41.58
